0.19414,-0.033867,0.0095,-0.001851,0.001581,-0.000362,0.000774,-0.000281,-0.006954,-0.000248
0.19611,-0.034209,0.009596,-0.00187,0.001597,-0.000366,0.000782,-0.000284,-0.007024,-0.000251
0.19809,-0.034555,0.009693,-0.001889,0.001613,-0.00037,0.00079,-0.000287,-0.007095,-0.000253
0.20009,-0.034904,0.009791,-0.001908,0.001629,-0.000373,0.000798,-0.00029,-0.007167,-0.000256
0.20211,-0.035257,0.00989,-0.001927,0.001646,-0.000377,0.000806,-0.000293,-0.007239,-0.000259
0.20415,-0.035613,0.009989,-0.001947,0.001662,-0.000381,0.000814,-0.000296,-0.007312,-0.000261
0.20621,-0.035972,0.01009,-0.001966,0.001679,-0.000385,0.000822,-0.000299,-0.007386,-0.000264
0.20829,-0.036336,0.010192,-0.001986,0.001696,-0.000389,0.000831,-0.000302,-0.007461,-0.000266
0.2104,-0.036703,0.010295,-0.002006,0.001713,-0.000393,0.000839,-0.000305,-0.007536,-0.000269
0.21252,-0.037073,0.010399,-0.002026,0.001731,-0.000397,0.000847,-0.000308,-0.007612,-0.000272
0.21467,-0.037448,0.010504,-0.002047,0.001748,-0.000401,0.000856,-0.000311,-0.007689,-0.000275
0.21684,-0.037826,0.01061,-0.002068,0.001766,-0.000405,0.000865,-0.000314,-0.007767,-0.000277
0.21903,-0.038208,0.010717,-0.002088,0.001784,-0.000409,0.000873,-0.000318,-0.007845,-0.00028
0.22124,-0.038592,0.010825,-0.002109,0.001802,-0.000413,0.000882,-0.000321,-0.007924,-0.000283
0.22346,-0.038975,0.010933,-0.00213,0.00182,-0.000417,0.000891,-0.000324,-0.008005,-0.000286
0.22569,-0.039352,0.01104,-0.00215,0.001838,-0.00042,0.0009,-0.000326,-0.008086,-0.000288
0.22792,-0.039718,0.011145,-0.002168,0.001856,-0.000423,0.000909,-0.000328,-0.008168,-0.000291
0.23012,-0.040061,0.011245,-0.002185,0.001873,-0.000425,0.000918,-0.000329,-0.00825,-0.000293
0.23229,-0.040367,0.011336,-0.002197,0.00189,-0.000426,0.000927,-0.000329,-0.008334,-0.000296
0.23438,-0.04062,0.011415,-0.002204,0.001905,-0.000424,0.000936,-0.000328,-0.008418,-0.000298
0.23637,-0.040797,0.011477,-0.002204,0.001918,-0.00042,0.000945,-0.000325,-0.008502,-0.000299
0.2382,-0.040872,0.011513,-0.002194,0.001929,-0.000413,0.000954,-0.00032,-0.008585,-0.0003
0.23984,-0.040814,0.011517,-0.002172,0.001935,-0.000401,0.000963,-0.000312,-0.008667,-0.000301
0.24122,-0.040592,0.011481,-0.002133,0.001937,-0.000384,0.000971,-0.000302,-0.008748,-0.000301
0.2423,-0.04017,0.011396,-0.002076,0.001932,-0.000362,0.000979,-0.000288,-0.008825,-0.000301
0.24301,-0.039515,0.011253,-0.001998,0.00192,-0.000332,0.000986,-0.000272,-0.008899,-0.0003
0.2433,-0.038591,0.011043,-0.001894,0.001899,-0.000295,0.000992,-0.000251,-0.008968,-0.000299
0.24312,-0.037368,0.010759,-0.001762,0.001869,-0.000248,0.000997,-0.000227,-0.009032,-0.000297
0.24241,-0.035816,0.010394,-0.001601,0.001828,-0.000193,0.001002,-0.000199,-0.009089,-0.000295
0.24114,-0.033911,0.009941,-0.001407,0.001776,-0.000127,0.001005,-0.000166,-0.00914,-0.000292
0.23927,-0.031634,0.009397,-0.001179,0.001712,-0.000052,0.001007,-0.00013,-0.009182,-0.000289
0.23677,-0.02897,0.008759,-0.000916,0.001636,0.000034,0.001008,-0.000089,-0.009217,-0.000286
0.23364,-0.025911,0.008025,-0.000619,0.001547,0.000131,0.001008,-0.000043,-0.009242,-0.000282
0.22985,-0.022454,0.007196,-0.000286,0.001446,0.000239,0.001007,0.000006,-0.009259,-0.000277
0.22541,-0.018601,0.006274,0.000081,0.001332,0.000356,0.001004,0.00006,-0.009267,-0.000272
0.22033,-0.01436,0.005261,0.00048,0.001208,0.000484,0.001,0.000117,-0.009265,-0.000267
0.21462,-0.009745,0.004164,0.000911,0.001072,0.000621,0.000995,0.000179,-0.009255,-0.000262
0.2083,-0.004772,0.002989,0.001371,0.000926,0.000767,0.000989,0.000244,-0.009235,-0.000256
0.20141,0.000537,0.001742,0.001857,0.000772,0.000921,0.000983,0.000313,-0.009207,-0.000249
0.19397,0.006156,0.000433,0.002365,0.000609,0.001081,0.000975,0.000384,-0.009171,-0.000243
0.18602,0.012057,-0.000927,0.002893,0.000441,0.001248,0.000966,0.000459,-0.009126,-0.000236
0.17761,0.018209,-0.002329,0.003436,0.000268,0.001419,0.000957,0.000536,-0.009074,-0.000228
0.16878,0.024577,-0.00376,0.00399,0.000091,0.001594,0.000948,0.000615,-0.009016,-0.000221
0.15959,0.031124,-0.005207,0.00455,-0.000086,0.001772,0.000938,0.000696,-0.008951,-0.000213
0.15007,0.037812,-0.006657,0.005111,-0.000264,0.00195,0.000928,0.000779,-0.00888,-0.000205
0.14029,0.044601,-0.008095,0.005669,-0.000438,0.002128,0.000918,0.000863,-0.008803,-0.000196
0.1303,0.051449,-0.009506,0.006216,-0.000609,0.002303,0.000909,0.000947,-0.008722,-0.000188
0.12015,0.058314,-0.010874,0.006748,-0.000773,0.002476,0.000899,0.001031,-0.008636,-0.000179
0.1099,0.065152,-0.012182,0.007258,-0.000928,0.002643,0.00089,0.001115,-0.008547,-0.00017
0.099596,0.071919,-0.013414,0.007741,-0.001073,0.002803,0.000882,0.001198,-0.008453,-0.000161
0.089299,0.078572,-0.014552,0.008189,-0.001205,0.002955,0.000875,0.001279,-0.008357,-0.000152
0.079062,0.085066,-0.01558,0.008596,-0.001321,0.003098,0.000869,0.001359,-0.008257,-0.000143
0.068935,0.091358,-0.016479,0.008957,-0.001421,0.003228,0.000864,0.001435,-0.008155,-0.000134
0.058971,0.097405,-0.017232,0.009263,-0.001501,0.003346,0.000861,0.001509,-0.008051,-0.000125
0.049219,0.10316,-0.017823,0.009511,-0.00156,0.003448,0.000859,0.001579,-0.007945,-0.000116
0.039726,0.1086,-0.018236,0.009692,-0.001596,0.003535,0.000859,0.001644,-0.007837,-0.000108
0.03054,0.11366,-0.018455,0.009803,-0.001607,0.003604,0.00086,0.001705,-0.007727,-0.000099
0.021704,0.11833,-0.018465,0.009837,-0.001591,0.003654,0.000864,0.00176,-0.007616,-0.000091
0.013261,0.12255,-0.018252,0.009789,-0.001546,0.003683,0.00087,0.00181,-0.007504,-0.000084
0.005249,0.1263,-0.017803,0.009656,-0.001472,0.003692,0.000877,0.001853,-0.00739,-0.000076
